# H_mag Reff type
  18.73  491  1
  19.14  409  1
  18.51  513  1
  20.38  238  1
  20.03  500  0
  19.90  341  1
  20.11  514  1
  19.66  544  1
  20.83  343  1
  21.33  307  1
  21.44  505  1
  20.86  323  1
  21.36  267  1
  20.75  221  1
  21.14  380  1
  20.87  248  1
  22.39  207  1
  21.69  311  1
  21.93  185  1
  22.03  316  1
  21.77  449  1
  21.52  341  1
  22.43  491  1
  22.42  453  1
  21.61  240  1
  21.88  238  0
  22.30  463  1
  22.43  221  1
  21.98  374  1
  21.85  228  0
  21.81  244  1
  23.30  286  1
  23.05  281  1
  22.78  247  0
  23.45  244  1
  22.52  221  1
  23.37  352  1
  22.64  401  1
  23.23  266  1
  23.30  364  1
  23.30  397  1
  22.60  296  1
  22.62  420  1
  22.69  287  1
  23.30  415  1
  23.36  408  0
  23.21  359  1
  22.96  341  1
  23.01  282  1
  23.32  289  1
  22.97  329  1
  22.92  320  1
  22.51  370  1
  22.84  267  1
  22.89  351  1
  23.45  380  1
  23.45  301  1
  22.92  412  0
  24.20  168  1
  23.80  259  1
  23.88  237  1
  24.38  344  1
  23.63  326  1
  23.95  271  1
  24.28  259  1
  24.14  189  1
  24.01  159  1
  24.48  164  1
  24.24  301  1
  24.20  172  1
  24.14  207  1
  23.75  201  1
  24.33  259  1
  24.30  181  1
  24.01  272  1
  24.16  208  1
  23.97  190  1
  23.86  121  1
  24.21  128  1
  23.72  187  1
  24.43  175  1
  23.83  175  1
  24.16  266  1
  23.86  193  1
  23.61  303  1
  23.61  169  1
  23.85  221  1
  24.29  281  1
  23.59  262  1
  23.66  295  1
  23.88  159  1
  23.51  156  1
  24.35  284  1
  24.19  133  1
  24.05  158  1
  24.37  260  1
  24.30  355  1
  23.71  149  1
  23.54  283  1
  23.65  206  1
  23.55  228  1
  23.85  309  1
  24.29  184  1
  24.14  268  1
  24.25  354  1
  23.82  292  1
  25.41  105  1
  24.64  194  1
  25.23  239  1
  24.67  115  1
  24.86  124  1
  24.53  177  1
  24.71  100  1
  25.13  106  1
  24.52  169  1
  25.43  267  1
  25.13  258  1
  25.16  145  1
  25.23  241  1
  25.21  293  1
  24.95  227  0
  25.22  189  1
  25.28  141  1
  25.48  277  1
  24.79  198  1
  24.92  129  1
  25.07  280  1
  25.50  147  1
  25.41  156  1
  24.83  245  1
  24.89  214  1
  24.94  132  1
  24.73  174  1
  25.43  118  1
  24.56  116  1
  25.14  183  1
  25.40  209  1
  24.52  203  1
  25.46  124  1
  25.29  292  1
  25.25  268  1
  24.78   99  1
  24.65  193  1
  25.29  145  1
  24.92  182  1
  25.07  154  1
  25.11  203  1
  25.31  204  1
  24.73  167  1
  25.21  128  1
  24.72  102  1
  25.11  110  1
  25.34  117  1
  25.49  151  1
  25.29  287  1
  25.18  270  1
  24.79  256  1
  25.29  286  1
  25.33  110  1
  25.02  261  1
  25.14  144  1
  24.75  112  1
  24.72  156  1
  24.92  161  1
  24.62  247  1
  24.64  115  1
  25.45  240  1
  24.52  160  1
  24.53  114  1
  24.56  275  1
  24.75  269  1
  25.31  290  1
  25.31  163  1
  24.83  156  1
  25.49  260  1
  24.84  275  1
  25.49  283  1
  24.68  223  1
  25.00  172  1
  25.01  186  1
  25.00  178  1
  25.49  286  1
  24.87  293  1
  24.87  293  1
  25.06  211  1
  25.35  237  1
  25.22  154  1
  25.21  119  1
  24.86  164  1
  24.96  149  1
  24.92  278  1
  25.39  163  1
  25.88  182  1
  26.31   80  1
  25.96   84  1
  25.56  133  1
  26.28  164  1
  25.56  115  1
  25.78  151  1
  26.16  175  1
  25.81  199  1
  26.04  121  1
  25.53  131  1
  25.92  207  1
  25.57  132  1
  26.40  182  1
  26.32  232  1
  25.65   82  1
  26.19  197  1
  25.85  107  1
  26.15  221  1
  25.86  201  1
  26.01  217  1
  25.80  141  1
  25.54  154  1
  26.37  203  1
  26.14  208  1
  26.18  120  1
  25.79  125  1
  25.84  154  1
  26.26   83  1
  25.84  164  1
  25.66  191  1
  25.59  224  1
  26.18  192  1
  26.35  114  1
  26.49  229  1
  26.14  165  1
  25.89  117  1
  25.91  227  1
  26.44   83  1
  25.87  153  1
  26.22  105  1
  25.85  142  1
  26.19  214  1
  25.92  184  1
  25.74  175  1
  26.06  208  1
  25.81  204  1
  25.55   99  1
  25.57  227  1
  25.63  210  1
  25.92  230  1
  26.25  211  1
  26.25  118  1
  26.11  102  1
  25.83  185  1
