# H_mag Reff type
  19.50  261  0
  19.46  552  0
  18.52  671  1
  19.57  369  1
  20.36  604  1
  19.62  525  1
  20.35  244  1
  19.99  403  1
  21.03  511  1
  20.85  554  1
  21.05  517  1
  20.71  256  1
  20.90  448  1
  20.61  545  0
  20.55  497  1
  20.77  486  1
  21.51  214  0
  21.56  380  1
  21.94  303  0
  22.15  265  1
  21.73  363  1
  22.19  343  1
  22.14  438  1
  22.00  464  1
  21.91  303  1
  22.41  278  1
  21.95  179  1
  22.47  301  1
  22.39  199  1
  22.19  457  1
  22.00  490  1
  23.20  232  1
  22.82  404  1
  23.43  363  1
  23.36  146  1
  22.66  287  1
  23.28  248  1
  23.44  373  1
  22.82  180  1
  22.79  340  1
  23.34  297  1
  22.64  220  1
  23.35  242  1
  22.87  330  1
  22.64  386  1
  22.88  300  1
  23.25  332  1
  22.54  172  1
  22.88  200  1
  22.89  180  1
  23.02  171  1
  23.49  356  1
  23.01  238  1
  23.21  148  1
  22.93  302  1
  23.25  176  1
  22.64  320  1
  23.31  261  1
  24.30  331  1
  23.63  288  1
  24.05  172  1
  24.13  144  1
  24.46  162  1
  24.09  231  1
  24.21  289  1
  24.21  351  1
  23.85  130  1
  23.90  225  1
  24.08  283  1
  24.39  314  1
  23.72  236  1
  24.36  295  1
  24.39  255  1
  24.03  232  1
  23.73  284  1
  24.38  184  1
  24.06  237  1
  24.40  181  1
  23.96  179  1
  24.26  344  1
  23.62  278  1
  24.44  288  1
  24.23  211  1
  23.88  174  1
  24.21  133  1
  24.24  314  1
  23.76  222  0
  23.67  286  1
  23.80  158  1
  23.72  236  1
  24.09  234  1
  24.15  142  1
  23.60  347  1
  24.11  240  1
  23.63  264  1
  24.47  202  1
  24.29  144  1
  23.91  253  1
  23.99  314  1
  24.12  156  1
  23.52  124  1
  24.31  156  1
  23.67  150  1
  24.49  209  1
  24.04  160  1
  23.64  298  1
  24.65  148  1
  24.67  111  1
  25.08  139  1
  25.47  194  1
  25.38  103  1
  25.49  233  1
  25.19  106  1
  25.27  192  1
  25.32  155  1
  24.88  282  1
  24.63   99  1
  25.18  282  1
  24.97  151  1
  24.91  152  1
  25.39  164  1
  25.46  208  1
  24.67  180  1
  24.82  282  1
  25.16  248  1
  24.58  214  1
  24.65  109  1
  24.64  228  1
  24.64  219  1
  25.30  164  1
  25.26  266  1
  25.35  146  1
  24.97  116  1
  25.12  204  1
  25.00  257  1
  24.82  243  1
  25.15  162  1
  25.15  151  1
  25.35  158  1
  24.55  212  1
  25.16  172  1
  25.11  220  1
  25.03  210  1
  24.89  139  1
  25.21  257  1
  24.74  121  1
  25.43  224  1
  24.71  205  1
  25.42  184  1
  24.74  219  1
  25.43  294  1
  24.80  274  1
  24.86  199  1
  25.06  292  1
  24.96  179  1
  24.55  285  1
  25.41  245  1
  25.08  289  1
  24.84  161  1
  25.10  182  1
  25.37  177  1
  25.18  170  1
  24.63  231  1
  25.05  142  1
  25.03  162  1
  24.53  296  1
  25.26  236  1
  24.56  232  1
  24.51  257  1
  24.54  202  1
  25.15  159  1
  25.41  117  1
  25.21  226  1
  24.99  227  1
  24.76  123  1
  25.06  253  1
  24.76  160  1
  25.39  243  1
  25.39  234  1
  24.82  183  1
  25.28  230  1
  24.97  111  1
  24.95  297  1
  24.59  277  1
  24.95  118  1
  25.13  192  1
  24.66  107  1
  25.21  228  1
  25.50  172  1
  24.92  268  1
  24.84  183  1
  25.43  222  1
  25.67  145  1
  26.42  176  1
  25.76  212  1
  25.85  120  1
  25.94  176  1
  26.19  226  1
  25.51  153  1
  25.51  100  1
  26.33  209  1
  25.63  114  1
  26.10  142  1
  26.03   86  1
  26.16  166  1
  26.20  185  1
  25.64  142  1
  26.13  107  1
  25.68  140  1
  25.70  171  1
  25.61  189  0
  25.66  180  1
  26.36  137  1
  26.35  153  1
  25.99  210  1
  26.41   91  1
  26.32  204  1
  26.30  208  1
  26.43  226  1
  26.05  212  1
  26.11   82  1
  25.61  232  1
  25.98   95  1
  25.76  155  1
  25.87  174  1
  26.06  206  1
  25.60  213  1
  26.21   93  1
  25.71  174  1
  25.91  163  1
  26.42  184  1
  25.65   84  1
  25.72  105  1
  26.12  116  1
  25.52  130  1
  25.62  142  1
  26.34  154  1
  25.84  139  1
  26.46  225  1
  25.61  197  1
  25.75  137  1
  26.06   84  1
  26.18  183  1
  26.28  121  1
  26.04  115  1
  26.40   78  1
  25.70  213  1
  26.38  220  1
  26.08   89  1
  26.36  136  1
  26.29  181  1
  26.36  156  1
  26.30   85  1
  26.11  219  1
  25.72  141  1
  26.24  156  1
  26.03   94  1
  26.00  170  1
  25.75  134  1
  26.27  116  1
  25.62  229  1
  26.17  209  1
  25.73  140  1
  25.58  220  1
  25.62  167  1
  25.87  107  1
  26.15  113  1
  26.21  153  1
  25.68  112  1
  25.86   89  1
  25.86   82  1
  26.44  183  1
  25.80   98  1
  26.47  172  1
  25.64  186  1
  26.03  220  1
  25.96  164  1
  25.97  107  1
  26.02  140  1
  26.15  212  1
  25.64  230  1
  26.24  171  1
  25.93  164  1
  26.49  224  1
  25.55  110  1
  25.77  126  1
  25.93  175  1
  26.41  232  1
  25.89  226  1
  25.62  162  1
  26.45  119  1
  26.09  150  1
  26.50  169  1
  26.15  184  1
  25.80  193  1
  25.76  224  0
  25.68  174  1
  25.94  107  1
  26.46  206  1
  26.37   86  1
  26.10  110  1
  25.54  124  1
  25.72  113  1
  26.33  134  1
  26.45  160  1
  25.87  166  1
  25.90  169  1
  26.29   80  1
  25.62  199  1
  26.09  123  1
  25.55  119  1
  25.57  155  1
  25.54  169  1
  26.43  113  1
  25.81   84  1
  26.02   93  1
  26.38  224  1
  25.68  162  1
  25.82  230  1
  26.49   87  1
  25.51  180  1
  25.67  211  1
  25.99  184  1
  25.62  183  1
  26.47   84  1
  25.60  184  1
  26.06  153  1
  26.31  209  1
  25.57   86  1
  25.69  145  1
  25.64  199  1
  25.72  192  1
  25.59   82  1
  26.50  198  1
  25.75  165  1
  25.59  190  1
  26.18  188  1
  25.55  150  1
  26.34  118  1
  25.84  227  1
  25.60  186  1
  25.87  189  1
  25.55  124  1
  26.28  114  1
  26.01  167  1
  25.68  173  1
  26.27  106  1
  26.97  159  1
  26.58  143  1
  27.46  167  1
  27.03   58  1
  26.95  167  1
  27.49  147  1
  26.83  163  1
  27.13  106  1
  27.40  168  1
  26.71  140  1
  26.93  101  1
  27.39   64  1
  27.12  128  1
  26.66   75  1
  26.73   86  1
  27.28   88  1
  26.92  140  1
  26.55  101  1
  26.71   98  1
  26.64   71  1
  26.87   64  1
  26.74  138  1
  26.71   95  1
  27.35  120  1
  27.03  156  1
  26.56   97  1
  26.93   91  1
  27.02  139  1
  27.42  144  1
  27.08  131  1
  26.87   78  1
  26.72  153  1
  26.74  121  1
  26.92  113  1
  27.02   71  1
  26.80  164  1
  26.61   79  1
  26.74   87  1
  26.85   57  1
  26.52  101  1
  26.86  162  1
  26.58  125  1
  26.58  108  1
  27.12  151  1
  26.96   68  1
  27.26  134  1
  27.01  100  0
  27.47   58  1
  27.28   80  1
  26.51   99  1
  26.67  116  1
  27.05   82  1
  27.16  127  1
  27.08   77  1
  27.25   93  1
  26.60  102  1
  27.45   85  1
  27.26  156  1
  26.66   83  1
  26.65   65  1
  27.01   61  1
  26.58  150  1
  26.65  103  1
  26.79  128  1
  26.86  107  1
  27.20   80  1
  26.54  133  1
  27.23  133  1
  26.63   69  1
  27.05  133  1
  26.86   65  1
  26.58  149  1
  26.53  119  1
  27.24   93  1
  26.71  133  1
  27.05   65  1
  26.78  132  1
  27.37  167  1
  27.44  119  1
  26.71  169  1
  27.20  163  1
  27.14   81  1
  27.44  138  1
  27.14  168  1
  27.27   57  1
  26.51   74  1
  27.00   73  1
  27.04  100  1
  26.75   80  1
  26.59  121  1
  27.22  114  1
  27.44  128  1
  26.63   62  1
  27.44   84  1
  26.77  154  1
  27.44   85  1
  26.68   76  1
  26.79  130  1
  26.95   88  1
  27.31  154  1
  27.42   91  1
  26.91  151  1
  27.14   95  1
  26.90   71  1
  27.45   74  1
  26.79  114  1
  27.42  130  1
  26.72  116  1
  27.40  146  1
  27.33   88  1
  27.15   63  1
  27.10  137  1
  27.27  116  1
  26.91   63  1
  27.00  166  1
  26.61   98  1
  26.55  119  1
  27.39  105  1
  27.23  133  1
  27.24   96  1
  27.19  111  1
  27.21  128  1
  26.71   59  1
  27.01   71  1
  27.43  155  1
  26.87   87  1
  26.92  130  1
  26.82   64  1
  26.95  124  1
  26.91  137  1
  26.98  147  1
  26.92   83  1
  26.67  149  1
  26.98  115  1
  26.98   94  1
  27.42  165  1
  26.73   85  1
  26.61  135  1
  27.18  150  1
  27.18  141  1
  26.63  113  1
  26.65  168  1
  27.16  130  1
  27.07  165  1
  27.48  104  1
  26.90   61  1
  27.25  103  1
  26.85  106  1
  26.65   63  1
  26.84   67  1
  26.63   77  1
  26.93  124  1
  27.09  112  1
  27.33  102  1
  26.72   64  1
  26.76  166  1
  26.51  133  1
  27.42  159  1
  26.77   92  1
  27.47   83  1
  27.35   90  1
  27.12   65  1
  27.20  115  1
  27.01  145  1
  27.42   81  1
  26.87  111  1
  27.35   82  1
  26.60  130  1
  27.17   92  1
  27.34   82  1
  26.88  157  1
  26.71  121  1
  26.77  124  1
  26.64  126  1
  26.79  110  1
  26.71  104  1
  26.96   62  1
  27.04  113  1
  27.41  148  1
  26.97  127  1
  26.95  136  1
  26.59  102  1
  27.49   89  1
  27.23  156  1
  26.80  102  1
  27.32  108  1
  26.53   99  1
  27.47  136  1
  27.06  123  1
  26.70  107  1
  27.28  153  1
  27.42   61  1
  26.57   64  1
  26.87  122  1
  27.07  117  1
  27.12   81  1
  27.41   82  1
  27.31  155  1
  26.95  121  1
  27.34  168  1
  27.02   90  1
  27.39  159  1
  26.57  160  1
  27.39  153  1
  26.94  101  1
  27.28   91  1
  26.54  135  1
  27.03  147  1
  26.65  112  1
  27.41   58  1
  27.06  123  1
  27.19   69  1
  26.76  116  1
  26.65  157  1
  27.43  140  1
  26.51  112  1
  26.82   66  1
  26.99  160  1
